#{"t_start": 1770904748.212053, "env_id": "None"}
r,l,t
1907.507807,2053,1475.582346
1037.571531,1456,1476.723599
867.462344,1293,1477.765597
2395.272734,3167,1479.358975
1366.725498,1880,1480.58122
312.987584,448,1480.697781
1146.61405,1317,1481.802857
1608.678313,2084,1483.086464
2195.215822,3218,1485.29011
1736.543315,2378,1486.657715
411.993983,536,1486.839038
1560.64773,2042,1488.178115
484.899005,678,1488.347345
979.458164,1458,1489.432332
2482.026027,2911,1491.613931
1511.275015,2058,1492.977237
961.254339,1357,1493.383183
1531.615474,2083,1494.636812
1294.433019,1408,1495.730754
313.257034,455,1495.859463
313.410945,436,1495.966739
868.627301,987,1496.959637
793.231277,1186,1497.328548
241.856205,365,1498.117446
383.374411,511,1498.297755
733.398347,1088,1498.590384
893.478407,1302,1499.653851
787.510815,1118,1500.606704
754.59054,1069,1500.95093
450.169295,603,1501.10396
284.649917,411,1501.908861
767.423846,1123,1502.297105
244.267602,354,1502.405853
432.379075,536,1503.21139
2698.900153,3254,1504.824577
1045.089786,1185,1505.82414
830.950093,951,1506.109975
1202.317792,1592,1507.25013
284.35277,402,1507.428388
1298.358671,1780,1508.652918
447.746372,555,1508.807054
328.786885,438,1509.56836
981.345629,1063,1509.919804
1176.233285,1658,1511.039903
371.112445,514,1511.192434
3048.05914,3615,1513.66768
596.926077,728,1513.861953
394.930924,542,1514.641311
3371.816221,3801,1516.382948
347.534237,469,1517.157906
260.176968,382,1517.293437
1377.162384,1794,1518.526941
652.721461,797,1518.790153
276.753691,407,1518.898567
455.558712,602,1519.705289
527.187694,643,1519.92716
259.353142,386,1520.041656
3239.586039,3828,1522.479367
927.359587,1338,1523.555009
429.84892,562,1523.747584
1328.395424,1469,1524.777914
1875.170812,2771,1526.222543
952.200089,1449,1527.26349
408.101636,554,1527.448183
788.00183,1180,1527.780917
1232.685715,1777,1528.999788
821.810937,987,1529.961632
1096.650132,1535,1531.069636
2814.33076,3524,1532.782654
497.483238,643,1533.64582
2793.463798,3344,1535.311564
1264.89161,1396,1536.370123
2995.138706,3656,1538.732197
585.322818,721,1538.960994
1357.456544,1909,1540.219743
2987.31954,3664,1542.614833
931.927766,1480,1543.728867
1013.903842,1480,1544.186276
2560.164893,3310,1546.460717
4383.143661,4657,1549.188668
1592.320473,2006,1550.446387
1143.593654,1512,1551.529755
1154.765475,1514,1552.59984
916.427087,1308,1553.024306
1007.288336,1440,1554.173153
729.974528,1170,1555.138755
828.277495,1251,1555.554546
1052.444811,1496,1556.68845
2351.763096,3151,1558.285716
2531.209595,3112,1560.5312
2698.801288,3260,1562.105459
2354.922241,2870,1564.329583
2490.943277,3006,1565.889875
2535.966452,2902,1568.051861
2247.120701,2687,1569.535023
2217.711203,2625,1570.992875
2276.546469,2542,1573.27558
2318.435206,2539,1574.832577
904.615417,1079,1575.149154
2472.054266,2637,1577.383341
1357.87525,1530,1577.843751
1168.515475,1333,1578.986421
1724.30452,1876,1580.188632
1296.46403,1460,1581.248586
2089.376535,2253,1582.570439
1094.107585,1269,1582.914356
1603.713657,1760,1584.128765
1016.57557,1175,1585.117941
2239.794669,2544,1586.518424
2219.133451,2560,1588.011983
2458.605812,2831,1590.285408
2626.486913,2804,1591.801151
2426.758006,2736,1593.23041
1884.899277,2016,1594.510992
1216.975578,1367,1595.607868
2709.702941,3119,1597.776721
3004.89515,3535,1599.486077
3294.238628,3608,1601.839053
3822.061977,4630,1604.496488
3691.453405,4094,1607.033695
1013.984748,1122,1608.020591
3311.237212,3663,1610.379027
1419.79486,1915,1611.581302
415.420101,545,1611.769857
2900.796647,3337,1613.96659
1953.848588,2457,1615.406033
398.245004,514,1615.582644
558.777584,709,1615.789471
655.085788,781,1616.692942
4902.444306,5275,1619.630059
219.412636,330,1619.719809
2264.568067,2679,1621.836885
366.379868,496,1621.996688
308.702422,423,1622.116845
2002.068484,2141,1623.394537
234.537701,334,1623.475008
843.79501,980,1624.406487
499.906146,622,1624.586462
602.491489,753,1625.463851
831.519639,937,1625.777088
1560.647321,1726,1626.947277
883.468575,1035,1627.232532
398.472009,512,1628.04346
2623.964363,2759,1629.517885
584.280917,734,1629.748633
1322.207292,1454,1631.382727
1132.685836,1275,1632.372932
166.22386,259,1632.467687
220.506343,325,1632.5453
595.654665,703,1632.711466
1240.752712,1361,1633.895516
970.177334,1104,1634.152475
607.1334,719,1635.337696
275.160199,410,1635.435551
229.042248,331,1635.514614
761.289629,864,1636.543181
546.682524,705,1636.754415
272.414407,392,1636.845778
1013.069856,1127,1637.914977
769.773015,878,1638.141454
404.018049,546,1638.270054
604.146678,756,1639.25798
194.575399,303,1639.329471
326.115919,470,1639.439214
217.694554,333,1639.516546
326.112203,453,1640.379601
171.272071,265,1640.462316
477.559838,642,1640.640825
324.202579,463,1640.747895
364.875503,497,1640.864118
187.206153,284,1641.604156
469.940021,577,1641.799373
296.002132,424,1641.911299
338.801125,466,1642.019495
184.430231,284,1642.084926
318.17942,460,1642.883322
675.948501,823,1643.111433
580.866237,743,1643.283705
310.486661,451,1644.078083
661.989924,823,1644.338507
271.702546,405,1644.446103
269.920645,414,1644.545023
728.022981,845,1645.533447
496.77956,667,1645.702883
306.183461,438,1645.807266
425.654098,592,1646.607608
208.150955,325,1646.716377
400.64885,547,1646.884783
232.238661,371,1646.988389
192.119849,305,1647.060333
432.031938,597,1647.889181
188.444229,301,1647.986171
350.429624,500,1648.123024
367.11495,511,1648.249448
256.169254,403,1649.004944
185.154365,296,1649.106135
482.416271,658,1649.313408
247.799385,388,1649.417053
357.161174,478,1649.534224
487.250888,669,1650.421827
606.662908,740,1650.641419
410.481077,578,1650.786522
366.017685,524,1651.595479
396.829935,525,1651.760831
236.563687,376,1651.861992
393.334947,562,1652.002116
644.021529,814,1652.925699
810.909601,971,1653.199331
432.310739,617,1654.013797
324.579913,479,1654.181092
300.282199,453,1654.318314
465.205478,601,1654.474074
306.675395,458,1655.261975
343.115687,495,1655.440471
457.605611,639,1655.629079
333.212462,485,1655.753724
273.527703,430,1656.509081
518.844612,703,1656.747576
207.757863,344,1656.834282
370.696074,535,1656.966103
775.719108,970,1657.897492
548.656604,730,1658.107944
356.604552,523,1658.236068
474.78498,670,1659.130805
412.449086,548,1659.315306
314.409771,462,1659.441189
520.054387,721,1660.329429
305.679686,449,1660.492347
377.243453,522,1660.651409
728.134522,873,1660.879248
724.583056,868,1661.819687
353.321369,518,1661.964137
455.423787,620,1662.115032
794.591511,969,1663.066918
426.795544,601,1663.229533
309.639679,450,1663.340414
880.180587,1060,1664.337173
471.576146,623,1664.504809
460.127114,649,1665.323878
403.455453,574,1665.535283
559.411945,723,1665.741826
250.0529,405,1665.843016
648.65931,837,1666.763783
633.53412,780,1666.984051
381.364322,537,1667.113539
526.916161,714,1668.020941
584.435669,766,1668.212436
510.891728,681,1669.006101
311.35895,452,1669.161986
334.797479,488,1669.318809
1037.09923,1220,1670.299622
304.913947,465,1670.459396
339.726511,501,1670.61502
269.244682,431,1670.748374
789.513065,1005,1671.721371
363.816675,529,1671.896863
512.61767,704,1672.088882
940.532936,1108,1673.097795
624.703967,783,1673.317735
546.173488,740,1674.143394
419.874611,609,1674.350248
310.257764,474,1674.486318
262.093407,427,1674.597829
340.036682,505,1675.416532
883.988689,1099,1675.81728
379.131513,534,1675.964255
987.838733,1252,1677.021463
718.028977,956,1677.264174
2459.057829,2711,1679.378339
2531.082517,2686,1680.873139
936.819141,1192,1681.901971
759.530156,966,1682.203539
792.479003,1018,1683.134761
361.181359,493,1683.299623
2175.005703,2366,1684.624072
448.695386,592,1684.778008
2422.779332,2654,1686.91775
953.243166,1190,1687.288465
271.172451,405,1687.391647
474.561869,627,1688.297228
429.547966,561,1688.489598
1063.9892,1295,1689.489242
637.297729,795,1689.734442
950.337982,1123,1690.69222
1431.476927,1769,1691.277339
2062.85546,2404,1693.297257
614.863397,797,1693.555855
827.656235,1007,1694.45727
376.167088,519,1694.630675
653.377447,852,1694.876903
1043.560595,1289,1695.908944
1069.634071,1312,1696.339034
289.034745,434,1697.132215
1076.240464,1256,1697.519605
486.584239,671,1698.359597
348.885647,471,1698.520978
980.015592,1216,1698.867911
365.915883,493,1699.779058
2154.570815,2463,1701.167403
2252.708988,2476,1702.617715
750.006876,951,1703.519892
413.394627,536,1703.711349
740.01735,938,1703.983634
235.786135,358,1704.075206
572.489191,740,1704.959877
1092.49088,1280,1705.320922
235.216391,359,1706.054785
373.777662,521,1706.230169
638.685081,792,1706.509894
974.246046,1200,1707.541869
294.472292,437,1707.671669
615.303943,787,1707.869362
292.002425,433,1708.638868
407.819957,534,1708.824838
1950.809742,2274,1710.13381
411.367459,541,1710.274299
197.807405,307,1710.348353
950.474211,1160,1711.321681
1095.523881,1328,1712.387387
378.853269,514,1712.56944
2295.83365,2532,1713.987109
441.630919,608,1714.144698
341.319886,486,1714.944024
264.233041,412,1715.09022
366.667669,529,1715.24817
717.300336,903,1716.127806
670.495158,824,1716.401427
421.576042,576,1716.588256
368.319552,506,1716.721826
314.146207,447,1717.535771
378.033457,548,1717.720198
286.116964,427,1717.84282
812.764009,1009,1718.79056
1998.329227,2278,1720.161465
2637.437004,2893,1721.660182
610.283326,809,1722.576638
1043.956747,1346,1723.006505
534.380053,708,1723.851783
392.758544,507,1724.031415
1950.070269,2204,1725.351755
435.397735,611,1725.5285
535.137952,705,1726.393204
1649.291833,2069,1727.723305
427.545082,598,1727.940205
578.130553,773,1728.152183
265.852557,425,1728.253303
775.656592,996,1729.213517
660.310732,857,1729.440874
523.014468,731,1730.298987
715.869389,970,1730.591183
329.913437,472,1730.709276
2318.906416,2655,1732.811367
482.839272,683,1733.047934
2314.119055,2635,1734.489108
2264.543019,2444,1736.489959
270.57705,404,1736.634548
544.855892,725,1736.89406
2234.967111,2468,1738.250688
2309.89085,2577,1740.272796
618.827741,783,1740.534328
2051.027203,2240,1741.844472
1055.120652,1326,1742.937134
382.607268,505,1743.113174
308.561116,459,1743.247061
2367.580114,2588,1744.648502
464.306763,622,1745.485103
1841.770961,2009,1746.763017
2467.645248,2594,1748.25146
2695.831672,2835,1749.729113
2071.68569,2382,1751.059772
2420.207191,2780,1753.289589
613.278448,823,1753.517988
1706.955359,2102,1754.776546
2695.782227,2929,1756.926927
2406.421852,2702,1758.441996
2244.992811,2574,1759.841862
2653.892165,2920,1762.011219
2395.294703,2770,1763.599296
3054.230413,3525,1765.904845
286.522619,424,1766.035882
505.220125,641,1766.201662
2692.232834,2900,1768.36636
1008.901182,1228,1768.735666
2201.246225,2433,1770.736625
1773.254077,2048,1772.005222
583.093631,729,1772.258226
414.112658,547,1772.420091
157.515596,251,1772.496511
6.510665,86,1772.524032
2517.596248,2765,1774.681607
2092.470363,2325,1776.037471
802.653299,928,1776.300458
186.618078,286,1776.371938
13.508647,97,1776.395673
2349.827795,2618,1778.506466
1978.772932,2258,1779.822279
1827.087327,2164,1781.114258
1853.212413,2230,1782.415526
2007.286034,2350,1783.837881
2001.552124,2383,1785.184405
1985.30025,2368,1786.56794
1574.494072,1919,1787.811751
1387.418231,1807,1789.052102
1427.127429,1910,1790.253271
1317.67635,1746,1791.421576
2099.795047,2416,1792.779184
1624.475025,2046,1794.085531
1155.348249,1628,1795.193776
1598.205061,2042,1796.44545
2192.286999,2574,1797.920111
1428.800633,1893,1799.183728
1356.764837,1776,1800.34413
1000.910742,1411,1801.377457
1603.228792,2105,1802.640244
1087.575983,1589,1803.757837
2135.1723,2725,1805.250583
2075.68505,2711,1806.713049
1381.391208,2102,1808.013262
2677.876312,3387,1810.349962
2331.712305,3098,1811.894778
2679.049072,3327,1814.230329
1979.623277,2813,1815.677242
2590.676597,3279,1817.962925
2197.720181,2998,1819.570298
2035.014418,2771,1821.700331
2357.331914,3101,1823.276471
2662.631856,3358,1825.665421
2565.683591,3284,1827.867477
3262.880172,3862,1829.702278
4969.239195,5247,1833.193711
5999.951351,6178,1836.967737
5782.383769,5997,1840.680192
5655.211653,5858,1844.417732
6847.753722,7204,1848.479699
5184.487762,5755,1852.472334
5745.523966,6509,1856.490084
6637.103129,7464,1861.553741
228.8761,314,1861.646224
1138.421821,1227,1862.615368
1875.737906,1999,1863.900995
852.529272,984,1864.209195
519.895719,640,1864.401992
5841.301333,7360,1869.276081
7291.533638,7358,1874.272738
1274.661694,1347,1874.703354
681.52216,818,1875.697842
2609.00781,2668,1877.35937
2131.679663,2201,1878.821534
1056.607737,1203,1879.991174
401.371216,532,1880.18698
499.718181,601,1880.372239
303.725502,411,1880.484436
411.009967,510,1881.398838
236.767166,344,1881.525036
4612.517554,4629,1884.479026
412.125937,540,1884.629619
1526.133511,1780,1885.98597
348.043728,445,1886.095063
720.239953,845,1887.093643
1764.76417,2051,1888.581218
1642.057421,1905,1889.830522
940.448155,1185,1890.269267
748.14844,821,1891.226841
221.17082,317,1891.352137
238.373622,325,1891.472255
1879.668595,2162,1892.847977
600.348414,721,1893.718862
286.17168,380,1893.858697
457.429212,556,1894.059626
1925.467472,2366,1895.421396
396.465506,504,1895.557723
1737.614581,2163,1896.837896
3234.64807,3642,1899.265486
971.803664,1059,1900.24369
1219.698018,1318,1900.593841
3113.844192,3427,1902.90959
3247.516568,3826,1905.401015
3316.403813,3766,1907.834382
3582.74134,4122,1910.479007
3374.557934,3921,1912.981552
3199.571475,3663,1914.703696
307.493006,406,1915.529406
2807.787317,3298,1917.153965
2497.745665,3046,1919.352449
2461.213209,2902,1920.885316
2722.830031,3121,1923.082708
2534.770041,3104,1924.67114
1375.33621,1473,1925.767045
3684.335838,3915,1928.247826
2850.213033,3383,1929.850693
338.493137,436,1930.64807
1721.159695,1820,1931.89326
2769.440014,3316,1933.541639
1121.113775,1501,1934.670517
933.145917,1295,1935.665712
3110.719663,3634,1937.447504
1262.474096,1558,1938.569206
625.223685,911,1939.46867
489.53117,770,1939.731599
493.283619,739,1939.934112
539.562715,826,1940.817866
3017.421654,3545,1942.543851
486.576072,744,1943.399917
635.956728,940,1943.679157
1054.701833,1352,1944.757652
2685.675262,3270,1947.075896
652.83765,934,1947.397528
638.632828,962,1947.647262
1114.670284,1519,1948.761806
2124.410249,2750,1950.946803
654.617977,966,1951.297517
589.070184,877,1951.567696
588.231038,900,1952.535823
510.110961,769,1952.753881
2811.034288,3162,1955.028861
713.048977,1089,1955.357603
2294.482522,2786,1957.572008
1957.935068,2491,1958.973958
1791.002001,2433,1960.330818
1815.599195,2459,1961.695074
2544.336956,3013,1963.929609
2124.935147,2683,1965.381902
772.153282,1115,1966.33624
578.195417,882,1966.638723
443.401467,734,1966.865421
918.724531,1292,1967.966607
2187.100766,2695,1969.434402
457.927439,770,1970.290668
2330.303135,2784,1971.837632
469.833298,753,1972.050704
650.251174,952,1973.037723
801.584866,936,1973.287527
823.50877,1129,1974.293372
450.503397,706,1974.485174
498.00249,758,1975.320939
2147.982167,2695,1976.818575
2097.771011,2672,1978.296038
485.509528,774,1979.156836
554.847216,878,1979.444481
633.564542,968,1980.334988
676.249328,1025,1980.668096
610.904063,979,1981.564942
494.391005,815,1981.852014
587.325779,895,1982.113097
547.365362,853,1983.055589
649.915114,1052,1983.366049
2108.888871,2607,1985.420079
1851.134803,2451,1986.827836
2056.760313,2524,1988.320809
2362.244518,2702,1989.756246
499.611194,613,1990.578361
3052.408024,3085,1992.201753
2484.770458,2732,1993.674338
2251.290889,2580,1995.787305
2164.535897,2462,1997.150585
300.311373,411,1997.275571
2383.285936,2522,1998.703116
2304.0498,2360,2000.052711
2326.303774,2392,2002.078151
1768.777445,1891,2003.339664
2125.062055,2227,2004.659757
1007.405649,1154,2005.007288
573.881171,699,2005.870097
2207.450377,2311,2007.165465
668.391967,799,2007.408903
1456.84688,1589,2008.644079
876.251141,1030,2008.937693
1144.732301,1295,2010.049464
348.061012,468,2010.175791
674.735678,826,2011.049084
572.992184,693,2011.286606
1603.381759,1773,2012.414332
338.753349,460,2012.569665
2526.743588,2697,2014.001479
1265.665026,1441,2015.105571
388.078667,496,2015.231002
1967.906286,2130,2016.538446
904.755804,1078,2017.515171
1348.998184,1499,2018.628903
386.984629,497,2018.809932
359.75964,473,2018.977935
1204.184626,1336,2020.046072
1158.581278,1319,2020.423129
2343.377435,2472,2022.445846
366.53827,485,2022.616559
384.65365,495,2022.803446
1324.394023,1498,2023.881786
1345.438092,1521,2024.943273
1642.215072,1781,2025.469389
552.699482,679,2026.339537
1011.076441,1120,2026.66105
597.380569,738,2027.574172
396.055537,530,2027.749613
426.796114,536,2027.91275
1002.814637,1136,2028.916869
649.856081,804,2029.170621
593.635647,733,2029.367994
660.420905,795,2030.27779
306.492569,422,2030.408819
1010.098171,1183,2031.386329
285.024911,411,2031.529259
413.154717,561,2031.696144
404.91289,509,2031.831733
477.808246,629,2032.673064
848.631745,1000,2033.011993
525.883199,678,2033.201449
1665.138199,1792,2034.395432
368.990666,487,2035.176898
1117.905375,1233,2035.555646
1420.513614,1534,2036.675714
567.075329,710,2036.858856
1546.561163,1702,2038.016419
754.132428,892,2038.954842
5320.508914,5489,2041.86676
922.0385,1069,2042.892149
1938.641498,2253,2044.277281
693.02148,854,2044.505978
1459.7409,1688,2045.652935
398.464653,525,2045.784868
835.007309,1010,2046.758068
330.076581,458,2046.890151
301.045509,433,2047.001505
971.471559,1186,2048.021199
5162.604061,5355,2050.894726
653.957418,820,2051.824753
5222.936176,5443,2055.388051
406.827168,521,2055.566117
4436.325598,4963,2058.300444
846.263183,955,2059.314125
1161.849968,1325,2059.735248
2878.706332,3167,2061.997499
3151.865715,3420,2064.359842
1904.024955,2312,2065.731831
2341.60883,2746,2067.227152
233.351908,306,2067.316564
2353.199472,2734,2069.539877
611.621939,712,2069.799692
2120.090288,2460,2071.159283
1250.255216,1657,2072.242272
1168.01369,1569,2073.315978
140.065127,227,2073.392534
230.156097,306,2073.491505
1192.764218,1587,2074.643484
1881.718243,2250,2075.957807
1281.778857,1712,2077.109548
904.131589,1007,2077.42175
1780.205123,1903,2078.675519
868.685484,1189,2079.706882
443.38052,543,2079.891675
1197.317046,1581,2080.976778
2672.124508,3008,2082.51605
907.994328,1253,2083.494857
1183.09065,1523,2083.920933
1156.627911,1456,2085.081234
773.373932,1080,2086.059509
2000.273213,2288,2087.435352
336.548724,439,2087.580688
1737.287187,2094,2088.856658
2316.029547,2824,2090.41615
1332.682657,1703,2091.58235
1059.372286,1499,2092.714361
1314.586252,1711,2093.861151
854.548154,1234,2094.246995
1198.980938,1635,2095.420637
853.16734,961,2096.359682
1410.797681,1953,2097.57613
834.102935,1210,2097.949008
953.791965,1381,2098.996722
3598.813895,4147,2101.590798
1296.418069,1959,2102.828739
236.012836,318,2102.927228
2713.629052,3437,2105.27532
2889.998912,3560,2106.982884
820.013688,1203,2108.030906
974.848292,1480,2109.130538
3634.501961,4166,2111.708057
2028.360612,2859,2113.169485
2925.291329,3588,2115.565504
3884.077099,4381,2118.258014
3831.179413,4206,2120.859846
663.66065,766,2121.718799
1595.05932,1633,2122.227997
422.115935,521,2123.024152
331.300692,424,2123.174946
3559.056194,4099,2125.748195
2857.7913,3056,2127.307276
361.128028,460,2128.077504
3241.78605,3345,2129.816855
3013.932241,3410,2132.210593
475.125327,578,2132.384111
2584.006874,2651,2133.778859
1503.431872,1606,2135.049506
1790.404591,1900,2136.318533
745.903606,893,2137.192446
646.78922,783,2137.447724
456.398263,588,2137.609779
2760.659661,2831,2139.774384
619.407101,732,2140.042272
371.845877,473,2140.190755
313.831845,427,2140.303211
354.103447,475,2141.097214
2196.509013,2360,2142.466003
1507.552269,1643,2143.521258
606.764185,731,2143.770175
1111.809908,1239,2144.733382
707.82208,864,2145.025641
2456.288026,2625,2146.528115
850.045849,994,2147.471789
828.404119,981,2147.77741
2912.10129,3079,2149.978497
2020.005432,2240,2151.38571
1708.728858,1874,2152.579337
1487.520552,1627,2153.662163
466.841082,601,2153.867828
668.508503,815,2154.098699
1516.824735,1708,2155.257269
623.24601,781,2155.489738
704.749743,862,2156.440207
323.427408,447,2156.580444
1503.925085,1604,2157.708931
764.568834,902,2157.971365
978.076278,1116,2158.942412
565.818314,699,2159.156794
724.413837,859,2160.029566
1174.339072,1265,2160.45001
523.093606,656,2161.295561
315.355378,435,2161.448797
1124.9447,1223,2161.804173
557.769312,697,2162.660555
494.299754,617,2162.86254
426.344732,566,2163.018277
709.775194,862,2163.887656
850.783256,1012,2164.198281
2011.256354,2167,2165.488463
1888.624815,2073,2166.815023
1447.324955,1564,2167.956301
404.193562,521,2168.098627
1545.9293,1667,2169.245554
1328.444921,1515,2170.340185
893.090384,1020,2170.653494
877.015478,1041,2171.66731
941.08719,1075,2171.963771
637.236588,802,2172.861799
1179.125668,1340,2173.237289
820.309042,986,2174.255933
809.944452,973,2174.534713
1187.88803,1378,2175.773808
1051.665448,1231,2176.903761
790.798186,923,2177.230058
1391.946487,1584,2178.447371
939.788501,1109,2178.766986
1230.6661,1419,2179.868537
383.497168,513,2180.009812
568.995816,734,2180.930384
629.752228,795,2181.179415
816.064644,988,2182.087003
336.344839,468,2182.245637
719.021966,856,2182.499351
594.763002,742,2183.342989
364.650131,492,2183.515687
377.246607,513,2183.670947
391.244353,535,2183.811089
374.776059,510,2184.596062
705.773275,879,2184.879798
479.631331,646,2185.036534
404.407282,550,2185.803658
746.362476,941,2186.131174
1480.411376,1792,2187.314397
779.980952,972,2187.569696
3863.787895,4297,2190.137746
3680.6909,3924,2192.716272
981.188061,1201,2193.891654
476.618173,625,2194.095049
3793.031594,3996,2196.677933
2981.269974,3465,2199.026793
3044.413071,3332,2201.266475
3416.124881,4074,2203.815186
3553.045997,3895,2205.597452
2827.210338,3046,2207.868598
449.339874,558,2208.025643
602.553921,728,2208.875551
2989.682796,3377,2210.538424
3085.730742,3412,2212.851178
1983.476102,2377,2214.195405
2435.556335,2709,2215.620317
1668.96233,2085,2216.894766
1860.595833,2194,2218.244516
1626.531174,1968,2219.447955
1530.080895,1956,2220.658051
1824.665916,2211,2222.01309
1661.462888,2146,2223.954583
1816.069921,2277,2225.284602
2413.399875,2807,2226.846963
2152.135995,2639,2228.285599
2049.357026,2518,2230.310995
2411.259844,2756,2231.811169
2106.54221,2496,2233.233227
1559.602401,2032,2234.465583
1750.995672,2186,2235.728921
1710.803746,2139,2237.040051
1367.538216,1863,2238.273599
1376.138254,1901,2239.479706
2061.872932,2466,2240.848126
1652.7225,2186,2242.172873
1213.041637,1729,2243.326866
1285.486098,1785,2244.499787
1278.489241,1697,2245.64354
1258.444417,1753,2246.786927
986.581385,1516,2247.228125
1250.673938,1664,2248.40741
1191.607059,1648,2249.550381
813.944373,1269,2250.553367
1029.907477,1436,2250.984183
986.50916,1390,2252.095613
635.92239,1070,2253.148973
611.373486,1042,2253.475283
1016.964327,1393,2254.506164
670.760195,1100,2254.825664
761.991171,1156,2255.834513
672.899483,1106,2256.130883
644.582136,994,2257.103211
767.136952,1165,2257.417242
675.263157,1071,2258.466388
785.835776,1205,2259.452182
877.890073,1338,2259.907601
1094.216257,1555,2261.062596
743.898129,1155,2262.011777
990.399574,1406,2262.471987
733.890273,1157,2263.499802
886.786345,1389,2263.877606
1178.955089,1666,2265.031046
927.147886,1377,2266.095527
1249.113759,1655,2267.210295
865.792255,1365,2267.598162
853.697004,1380,2268.737725
681.216586,1099,2269.702087
1544.648958,1979,2270.922085
1172.135802,1755,2271.448626
1483.927847,2100,2272.734318
2299.461524,2782,2274.930008
1022.487212,1593,2276.036682
1544.471552,2121,2277.330275
2386.555422,2875,2278.892007
1775.29069,2151,2280.162076
767.142026,1158,2281.100011
1503.346037,1961,2282.295909
1056.863578,1573,2282.761553
536.810109,635,2283.664783
977.378979,1452,2284.06979
1942.888354,2408,2286.049055
1092.248588,1610,2286.523735
1076.686973,1605,2287.659336
1727.490168,2402,2289.023975
1393.300347,2067,2290.26384
1383.075978,2109,2291.549561
1983.516837,2676,2293.667144
2123.238616,2600,2295.098216
960.623449,1433,2296.169138
1268.918236,1791,2297.32357
1284.394893,1825,2297.848602
1577.012861,2205,2299.194474
1735.825433,2479,2301.25419
3128.384391,3836,2303.670971
2110.309356,2961,2305.237564
4010.882915,4643,2307.829818
2120.436786,2795,2309.971628
1433.770798,2093,2311.203073
2214.5806,3058,2312.748093
2308.953371,3088,2315.008919
3589.819696,4125,2317.481968
3179.55664,3782,2319.891159
3621.370758,4134,2322.38165
3535.024021,4090,2324.927481
3395.108085,3979,2327.432285
1806.328527,2657,2328.915838
2642.059677,3346,2330.520261
3107.120276,3718,2332.879772
3230.779995,3811,2335.375621
4077.408154,4517,2338.002438
5099.906617,5706,2341.672161
5002.535267,5282,2345.208023
2922.129314,3522,2346.882781
3972.611484,4429,2350.171731
3029.120663,3685,2351.923409
3212.752217,3810,2354.377742
5211.089923,5695,2358.033064
3822.625556,4284,2360.645084
3522.27527,4060,2363.16877
3115.632215,3717,2365.598771
4327.477744,4753,2368.28745
1558.094963,2013,2369.498037
2711.766908,3118,2371.787746
652.330527,742,2372.02188
661.066129,771,2372.217198
917.842027,1181,2373.261398
1061.596629,1139,2374.185268
3637.184537,4182,2376.878854
4914.358468,5333,2379.793267
1318.113249,1818,2381.026502
1142.236627,1543,2382.140315
408.979928,496,2382.285326
1436.117901,1850,2383.497649
1612.161637,2102,2384.755527
1195.984896,1533,2385.890799
4386.398348,4858,2388.63652
1208.159177,1608,2389.731786
515.482528,598,2389.894969
543.030529,637,2390.765135
938.302676,1278,2391.17163
901.3059,1248,2392.197313
1387.253664,1722,2393.333611
1484.306305,1868,2394.519278
1144.601072,1468,2394.97422
830.396546,1139,2396.007565
806.971306,872,2396.267858
944.461031,1266,2397.307239
926.166241,1215,2397.636892
1188.882383,1472,2398.756119
703.749914,954,2399.652135
809.277919,1104,2399.985303
1440.224979,1723,2401.222343
1545.943193,1817,2402.404981
1027.724671,1274,2403.393247
311.393198,400,2403.532744
1000.229613,1304,2403.902895
460.738023,560,2404.704262
910.536622,1243,2405.074745
1136.151783,1458,2406.212116
705.493398,780,2406.414159
1384.980475,1692,2407.577713
1196.691095,1501,2408.665987
437.296543,524,2408.818232
322.225792,405,2408.923813
951.261799,1268,2409.924585
1951.669887,1979,2411.191403
870.636396,1181,2412.147654
922.286831,1272,2412.561013
1620.74451,2039,2413.856233
446.418361,542,2413.991792
1101.205398,1234,2415.012447
360.33562,447,2415.128613
1567.424128,2032,2416.411958
569.534051,655,2417.215811
401.517147,478,2417.385161
210.116118,294,2417.483064
1223.690257,1631,2418.59025
935.902864,1246,2418.968543
3991.003342,4437,2421.579159
321.996184,403,2422.357859
291.798448,375,2422.483594
1500.884611,1997,2423.722812
306.458629,393,2423.839893
787.813191,950,2424.077808
3521.404884,3944,2426.555578
2599.950897,3330,2428.863357
270.829554,358,2428.961252
222.034154,310,2429.039072
571.082182,656,2429.876773
3272.933591,3607,2431.585113
3076.768794,3511,2434.017193
333.134529,441,2434.12614
431.180859,510,2434.928771
1048.685322,1132,2435.281147
210.479801,288,2435.355593
282.879151,369,2435.455655
336.197387,420,2436.450742
1548.424939,1577,2436.923565
266.150944,361,2437.665954
494.425245,577,2437.868561
3495.008896,3865,2440.332628
490.458762,602,2440.521931
608.498093,754,2440.718746
330.35455,445,2441.552806
551.538578,667,2441.777911
355.489159,456,2441.897982
2071.404952,2147,2443.167608
3031.305695,3372,2445.472169
951.354225,1078,2445.755016
397.043606,493,2446.598245
1752.194462,1869,2447.77499
517.697463,642,2447.995661
2823.093742,3257,2450.207726
2344.583072,2326,2451.595507
2885.266145,3137,2453.161561
200.345742,285,2453.232913
829.034529,975,2454.184734
489.666985,580,2454.360257
1141.823804,1247,2455.367389
1579.168281,1637,2455.828661
1036.565434,1126,2456.878887
4100.925489,4531,2459.467308
466.273408,554,2460.28856
2370.862392,2678,2461.793515
